SharerID,SharedID,Stops
16210,10810,0
17590,10810,0
18745,10810,0
18745,10810,0
19570,10810,0
19870,10810,0
19870,10810,0
10435,10825,0
12220,10840,0
13030,10840,0
15565,10840,0
15595,10840,0
16090,10840,0
16645,10840,0
16750,10840,0
18505,10840,0
18505,10840,0
10450,10855,0
11245,10855,0
12445,10855,0
12445,10855,0
12445,10855,0
12445,10855,0
15565,10855,0
15850,10855,0
17755,10855,0
20800,10855,0
16000,10870,0
18295,10870,0
20020,10870,0
10135,10885,0
11935,10885,0
11935,10885,0
13315,10885,0
14380,10885,0
15490,10885,0
17560,10885,0
20440,10885,0
20635,10885,0
21760,10885,0
10555,10900,0
17680,10900,0
18655,10900,0
10315,10915,0
11620,10915,0
12310,10915,0
13780,10915,0
19075,10915,0
19075,10915,0
21190,10915,0
21265,10915,0
21550,10915,0
10225,10930,0
10285,10930,0
10285,10930,0
10285,10930,0
10285,10930,0
10810,10930,0
11230,10930,0
11230,10930,0
12625,10930,0
13060,10930,0
14320,10930,0
15025,10930,0
15850,10930,0
18625,10930,0
19975,10930,0
12025,10945,0
12025,10945,0
12025,10945,0
12025,10945,0
12400,10945,0
12955,10945,0
13225,10945,0
14500,10945,0
14500,10945,0
14530,10945,0
15775,10945,0
16405,10945,0
17500,10945,0
17590,10945,0
17650,10945,0
17980,10945,0
19825,10945,0
19825,10945,0
19825,10945,0
20230,10945,0
21460,10945,0
21460,10945,0
21925,10945,0
12010,10960,0
14290,10960,0
14395,10960,0
15955,10960,0
16240,10960,0
17320,10960,0
18625,10960,0
20950,10960,0
12430,10975,0
12430,10975,0
13300,10975,0
13330,10975,0
13330,10975,0
13330,10975,0
15985,10975,0
15985,10975,0
17485,10975,0
18910,10975,0
19375,10975,0
21385,10975,0
21505,10975,0
21580,10975,0
21610,10975,0
14395,10990,0
16975,10990,0
20800,10990,0
11080,11005,0
11830,11005,0
11830,11005,0
12085,11005,0
12595,11005,0
14605,11005,0
15040,11005,0
15490,11005,0
15625,11005,0
16120,11005,0
16480,11005,0
18205,11005,0
18205,11005,0
18205,11005,0
20020,11005,0
20890,11005,0
21235,11005,0
21550,11005,0
21550,11005,0
10105,11020,0
10180,11020,0
10975,11020,0
10975,11020,0
11335,11020,0
11335,11020,0
12325,11020,0
12325,11020,0
12325,11020,0
12325,11020,0
13210,11020,0
15025,11020,0
15250,11020,0
16165,11020,0
16165,11020,0
16165,11020,0
17785,11020,0
17785,11020,0
19795,11020,0
19795,11020,0
19960,11020,0
21265,11020,0
21265,11020,0
21685,11020,0
11065,11035,0
12655,11035,0
12655,11035,0
14470,11035,0
14470,11035,0
16000,11035,0
16285,11035,0
16885,11035,0
19810,11035,0
21085,11035,0
21100,11035,0
13690,11050,0
14470,11050,0
16765,11050,0
17200,11050,0
17200,11050,0
18940,11050,0
21610,11050,0
21610,11050,0
21700,11050,0
10810,11065,0
12085,11065,0
12370,11065,0
13000,11065,0
13495,11065,0
13495,11065,0
13690,11065,0
14260,11065,0
14440,11065,0
14440,11065,0
15175,11065,0
15175,11065,0
15580,11065,0
15580,11065,0
15580,11065,0
18325,11065,0
18760,11065,0
19375,11065,0
21865,11065,0
21865,11065,0
21865,11065,0
10330,11080,0
10840,11080,0
11245,11080,0
11725,11080,0
12145,11080,0
12430,11080,0
12460,11080,0
13810,11080,0
13810,11080,0
13810,11080,0
14935,11080,0
15400,11080,0
17365,11080,0
18130,11080,0
18130,11080,0
18550,11080,0
18895,11080,0
18985,11080,0
19840,11080,0
19975,11080,0
19975,11080,0
19975,11080,0
20725,11080,0
10165,11095,0
12535,11095,0
13300,11095,0
13300,11095,0
14065,11095,0
14605,11095,0
15385,11095,0
16060,11095,0
16405,11095,0
18250,11095,0
18805,11095,0
18805,11095,0
18805,11095,0
18805,11095,0
19015,11095,0
20440,11095,0
20440,11095,0
10330,11110,0
14260,11110,0
14260,11110,0
14470,11110,0
14470,11110,0
14470,11110,0
17350,11110,0
17575,11110,0
17935,11110,0
17935,11110,0
20965,11110,0
10345,11125,0
10345,11125,0
14065,11125,0
15295,11125,0
15745,11125,0
15745,11125,0
16360,11125,0
16420,11125,0
17335,11125,0
18880,11125,0
18880,11125,0
11080,11140,0
11080,11140,0
11080,11140,0
13135,11140,0
13915,11140,0
15535,11140,0
18895,11140,0
19975,11140,0
10075,11155,0
11065,11155,0
11545,11155,0
11545,11155,0
13030,11155,0
17200,11155,0
17200,11155,0
17200,11155,0
15190,11170,0
17575,11170,0
18745,11170,0
18745,11170,0
10675,11185,0
11365,11185,0
13060,11185,0
13405,11185,0
19075,11185,0
19300,11185,0
19300,11185,0
19300,11185,0
19600,11185,0
21415,11185,0
12520,11200,0
13360,11200,0
13510,11200,0
15145,11200,0
16885,11200,0
16885,11200,0
19330,11200,0
21850,11200,0
11005,11215,0
11005,11215,0
11005,11215,0
11005,11215,0
15325,11215,0
15325,11215,0
16525,11215,0
16690,11215,0
17650,11215,0
18085,11215,0
20320,11215,0
21235,11215,0
11320,11230,0
11335,11230,0
12220,11230,0
12220,11230,0
15685,11230,0
19030,11230,0
19030,11230,0
19030,11230,0
10180,11245,0
10945,11245,0
13270,11245,0
13270,11245,0
13390,11245,0
13450,11245,0
13870,11245,0
14230,11245,0
15955,11245,0
15955,11245,0
16045,11245,0
18565,11245,0
10465,11260,0
10465,11260,0
15970,11260,0
16810,11260,0
17230,11260,0
19870,11260,0
19870,11260,0
20920,11260,0
20920,11260,0
21835,11260,0
12490,11275,0
12625,11275,0
14305,11275,0
15685,11275,0
16465,11275,0
16570,11275,0
17080,11275,0
17155,11275,0
17155,11275,0
18145,11275,0
18685,11275,0
20110,11275,0
20575,11275,0
10375,11290,0
11185,11290,0
12280,11290,0
12280,11290,0
13225,11290,0
13555,11290,0
14635,11290,0
14635,11290,0
15580,11290,0
15970,11290,0
15970,11290,0
15970,11290,0
16045,11290,0
16675,11290,0
17440,11290,0
17440,11290,0
18490,11290,0
20605,11290,0
21100,11290,0
12025,11320,0
13030,11320,0
13090,11320,0
13420,11320,0
14545,11320,0
14710,11320,0
14710,11320,0
15325,11320,0
15580,11320,0
15865,11320,0
16750,11320,0
16750,11320,0
16750,11320,0
18700,11320,0
18700,11320,0
19645,11320,0
19855,11320,0
19855,11320,0
19855,11320,0
21130,11320,0
21130,11320,0
11245,11335,0
12280,11335,0
13480,11335,0
14395,11335,0
14395,11335,0
14395,11335,0
14605,11335,0
19180,11350,0
10075,11365,0
10075,11365,0
10075,11365,0
13120,11365,0
13360,11365,0
13360,11365,0
14815,11365,0
16045,11365,0
16045,11365,0
16045,11365,0
16390,11365,0
18025,11365,0
19240,11365,0
19360,11365,0
19360,11365,0
20245,11365,0
20245,11365,0
10915,11380,0
11290,11380,0
11890,11380,0
12295,11380,0
13165,11380,0
13165,11380,0
13630,11380,0
14230,11380,0
15160,11380,0
15385,11380,0
15580,11380,0
16345,11380,0
17815,11380,0
17980,11380,0
11185,11395,0
11770,11395,0
17740,11395,0
18565,11395,0
20845,11395,0
21190,11395,0
21295,11395,0
21655,11395,0
12610,11410,0
13255,11410,0
13750,11410,0
13930,11410,0
14605,11410,0
14605,11410,0
15595,11410,0
15820,11410,0
15820,11410,0
16300,11410,0
18190,11410,0
18880,11410,0
19360,11410,0
20485,11410,0
21010,11410,0
21010,11410,0
21580,11410,0
12100,11425,0
13030,11425,0
13030,11425,0
15955,11425,0
16375,11425,0
16375,11425,0
18610,11425,0
19030,11425,0
10375,11440,0
10375,11440,0
13420,11440,0
15415,11440,0
17815,11440,0
19360,11440,0
21550,11440,0
10465,11455,0
14995,11455,0
16015,11455,0
16690,11455,0
16900,11455,0
17740,11455,0
17800,11455,0
19090,11455,0
19990,11455,0
20785,11455,0
20785,11455,0
14575,11470,0
16735,11470,0
16840,11470,0
17155,11470,0
17635,11470,0
18595,11470,0
20335,11470,0
20470,11470,0
20860,11470,0
13030,11485,0
13705,11485,0
15715,11485,0
20860,11485,0
21160,11485,0
12760,11500,0
13495,11500,0
14185,11500,0
15130,11500,0
15385,11500,0
16135,11500,0
19150,11500,0
19495,11500,0
13030,11515,0
13030,11515,0
13870,11515,0
14665,11515,0
14680,11515,0
14680,11515,0
15235,11515,0
15235,11515,0
15235,11515,0
15235,11515,0
15235,11515,0
15280,11515,0
15445,11515,0
16105,11515,0
16615,11515,0
16720,11515,0
17170,11515,0
17245,11515,0
17620,11515,0
18925,11515,0
20845,11515,0
21880,11515,0
11275,11530,0
11275,11530,0
14020,11530,0
15385,11530,0
15385,11530,0
17500,11530,0
18055,11530,0
18535,11530,0
20020,11530,0
21190,11530,0
10345,11545,0
10765,11545,0
10765,11545,0
10765,11545,0
10765,11545,0
10930,11545,0
11230,11545,0
11245,11545,0
11245,11545,0
11245,11545,0
11245,11545,0
12085,11545,0
12160,11545,0
12535,11545,0
13015,11545,0
13465,11545,0
14275,11545,0
14275,11545,0
14275,11545,0
14410,11545,0
14425,11545,0
14515,11545,0
14680,11545,0
15085,11545,0
16495,11545,0
17215,11545,0
17320,11545,0
18940,11545,0
19345,11545,0
19345,11545,0
19345,11545,0
19750,11545,0
19750,11545,0
21310,11545,0
10600,11560,0
12295,11560,0
15865,11560,0
18655,11560,0
10615,11575,0
11470,11575,0
13075,11575,0
13480,11575,0
13525,11575,0
17890,11575,0
19195,11575,0
21685,11575,0
21685,11575,0
21685,11575,0
13135,11590,0
13735,11590,0
14470,11590,0
14470,11590,0
17155,11590,0
19165,11590,0
19165,11590,0
19165,11590,0
10405,11605,0
13900,11605,0
14740,11605,0
15190,11605,0
15940,11605,0
19165,11605,0
19165,11605,0
19525,11605,0
19525,11605,0
10060,11620,0
11200,11620,0
12625,11620,0
13345,11620,0
13825,11620,0
13885,11620,0
14140,11620,0
14230,11620,0
15325,11620,0
15325,11620,0
17245,11620,0
18670,11620,0
19000,11620,0
20125,11620,0
21625,11620,0
11230,11635,0
13600,11635,0
14395,11635,0
16225,11635,0
16225,11635,0
16225,11635,0
17620,11635,0
18655,11635,0
12595,11650,0
13015,11650,0
21490,11650,0
21490,11650,0
21565,11650,0
15400,11665,0
15550,11665,0
15880,11665,0
15880,11665,0
17545,11665,0
18085,11665,0
18445,11665,0
19675,11665,0
20755,11665,0
20845,11665,0
21070,11665,0
10120,11680,0
10300,11680,0
10300,11680,0
10600,11680,0
11320,11680,0
11320,11680,0
12580,11680,0
16165,11680,0
17005,11680,0
17080,11680,0
17950,11680,0
20710,11680,0
20875,11680,0
15205,11695,0
15730,11695,0
15820,11695,0
16030,11695,0
16030,11695,0
20020,11695,0
20020,11695,0
21355,11695,0
10645,11710,0
11395,11710,0
13600,11710,0
13600,11710,0
15070,11710,0
17740,11710,0
18160,11710,0
18295,11710,0
18610,11710,0
19060,11710,0
21700,11710,0
11560,11725,0
11560,11725,0
13540,11725,0
13540,11725,0
13780,11725,0
13795,11725,0
14395,11725,0
14395,11725,0
14395,11725,0
14395,11725,0
14395,11725,0
14470,11725,0
16300,11725,0
16870,11725,0
17575,11725,0
19825,11725,0
19825,11725,0
20110,11725,0
20110,11725,0
20110,11725,0
20125,11725,0
20650,11725,0
20755,11725,0
20755,11725,0
21310,11725,0
10750,11740,0
10750,11740,0
12010,11740,0
12445,11740,0
13990,11740,0
14215,11740,0
14725,11740,0
14725,11740,0
17275,11740,0
17275,11740,0
18355,11740,0
18355,11740,0
18475,11740,0
18670,11740,0
21790,11740,0
16810,11755,0
16810,11755,0
18220,11755,0
18220,11755,0
18790,11755,0
10270,11770,0
10270,11770,0
10270,11770,0
10555,11770,0
11320,11770,0
11995,11770,0
11995,11770,0
13210,11770,0
13240,11770,0
14110,11770,0
16090,11770,0
17005,11770,0
17005,11770,0
17005,11770,0
17035,11770,0
17860,11770,0
21910,11770,0
21910,11770,0
10315,11785,0
10315,11785,0
11290,11785,0
11380,11785,0
11770,11785,0
12445,11785,0
14095,11785,0
14245,11785,0
16495,11785,0
16975,11785,0
17800,11785,0
17800,11785,0
17800,11785,0
19225,11785,0
19600,11785,0
19675,11785,0
19795,11785,0
10105,11800,0
10555,11800,0
10930,11800,0
16945,11800,0
19780,11800,0
19840,11800,0
20305,11800,0
21190,11800,0
21820,11800,0
10840,11815,0
12055,11815,0
13045,11815,0
14695,11815,0
15760,11815,0
15760,11815,0
15910,11815,0
18655,11815,0
18655,11815,0
18865,11815,0
19090,11815,0
20590,11815,0
21265,11815,0
10600,11830,0
11200,11830,0
11605,11830,0
11605,11830,0
11710,11830,0
12025,11830,0
12415,11830,0
13600,11830,0
14170,11830,0
16135,11830,0
16960,11830,0
17650,11830,0
17905,11830,0
17905,11830,0
18205,11830,0
19225,11830,0
19375,11830,0
20020,11830,0
20335,11830,0
20665,11830,0
21430,11830,0
10285,11845,0
10450,11845,0
10660,11845,0
10660,11845,0
10660,11845,0
11080,11845,0
11080,11845,0
13900,11845,0
19600,11845,0
19675,11845,0
20110,11845,0
10525,11860,0
14290,11860,0
14770,11860,0
15715,11860,0
18580,11860,0
18865,11860,0
18940,11860,0
19105,11860,0
21190,11860,0
10390,11875,0
11020,11875,0
12175,11875,0
15265,11875,0
15265,11875,0
15385,11875,0
16270,11875,0
16675,11875,0
19645,11875,0
20020,11875,0
20920,11875,0
10060,11890,0
10195,11890,0
10405,11890,0
11110,11890,0
11170,11890,0
11620,11890,0
11710,11890,0
13855,11890,0
15730,11890,0
16345,11890,0
16975,11890,0
17260,11890,0
21235,11890,0
10090,11905,0
11875,11905,0
12490,11905,0
13750,11905,0
14935,11905,0
15520,11905,0
15520,11905,0
15520,11905,0
16540,11905,0
17155,11905,0
17155,11905,0
17155,11905,0
17410,11905,0
17995,11905,0
21790,11905,0
10375,11920,0
13030,11920,0
13525,11920,0
14305,11920,0
15070,11920,0
17530,11920,0
19720,11920,0
21700,11920,0
21700,11920,0
14410,11935,0
18010,11935,0
19150,11935,0
20455,11935,0
10195,11950,0
11005,11950,0
11350,11950,0
14170,11950,0
14440,11950,0
15280,11950,0
19360,11950,0
13600,11965,0
13960,11965,0
14245,11965,0
21355,11965,0
21610,11965,0
21610,11965,0
21610,11965,0
21655,11965,0
21655,11965,0
10150,11980,0
10660,11980,0
10720,11980,0
11470,11980,0
11845,11980,0
12790,11980,0
12880,11980,0
13690,11980,0
14275,11980,0
15865,11980,0
16405,11980,0
17995,11980,0
18295,11980,0
18715,11980,0
12280,11995,0
12280,11995,0
13180,11995,0
13180,11995,0
13180,11995,0
13180,11995,0
13720,11995,0
13750,11995,0
15430,11995,0
16135,11995,0
16990,11995,0
18295,11995,0
18295,11995,0
20470,11995,0
20845,11995,0
21355,11995,0
10045,12010,0
15970,12010,0
15970,12010,0
16225,12010,0
16225,12010,0
16720,12010,0
18145,12010,0
18235,12010,0
19675,12010,0
20005,12010,0
20005,12010,0
20530,12010,0
21010,12010,0
21205,12010,0
21580,12010,0
21865,12010,0
10465,12025,0
10465,12025,0
10675,12025,0
11290,12025,0
14665,12025,0
14665,12025,0
15505,12025,0
15625,12025,0
16060,12025,0
19300,12025,0
19300,12025,0
19300,12025,0
20575,12025,0
21415,12025,0
10735,12040,0
12580,12040,0
13900,12040,0
14125,12040,0
16135,12040,0
16375,12040,0
16885,12040,0
10015,12055,0
10210,12055,0
11320,12055,0
11590,12055,0
13810,12055,0
13810,12055,0
15205,12055,0
15205,12055,0
20620,12055,0
20995,12055,0
20995,12055,0
21220,12055,0
11815,12070,0
12190,12070,0
12190,12070,0
12445,12070,0
12850,12070,0
12850,12070,0
12850,12070,0
12850,12070,0
12895,12070,0
13030,12070,0
13180,12070,0
17620,12070,0
17935,12070,0
19420,12070,0
19975,12070,0
20245,12070,0
20440,12070,0
21205,12070,0
10345,12085,0
10555,12085,0
10555,12085,0
12445,12085,0
12730,12085,0
15085,12085,0
15085,12085,0
15355,12085,0
18130,12085,0
18790,12085,0
20095,12085,0
21820,12085,0
10540,12100,0
11665,12100,0
11695,12100,0
13000,12100,0
13255,12100,0
14260,12100,0
14260,12100,0
15490,12100,0
16810,12100,0
17620,12100,0
17845,12100,0
18325,12100,0
18610,12100,0
20830,12100,0
20830,12100,0
10630,12115,0
14260,12115,0
17875,12115,0
21460,12115,0
10240,12130,0
10570,12130,0
11275,12130,0
14320,12130,0
14680,12130,0
14680,12130,0
17680,12130,0
17950,12130,0
18295,12130,0
18565,12130,0
18565,12130,0
18850,12130,0
20170,12130,0
20935,12130,0
21220,12130,0
12670,12145,0
12670,12145,0
12670,12145,0
12670,12145,0
17560,12145,0
18025,12145,0
18025,12145,0
18595,12145,0
18760,12145,0
18760,12145,0
10105,12160,0
10555,12160,0
11110,12160,0
11740,12160,0
12385,12160,0
